tieu_de,quan,dien_tich_dat_m2,dien_tich_su_dung_m2,phong_ngu,nha_tam,gia
"Bán chung cư Gold View - 80m2 2pn2wc - Có nội thất - Giá 6,5 tỷ",4,80.0,80.0,2.0,2.0,6.5
"Bán chung cư The Gold View - 80m2 2pn2wc - Giá 6,9 ( bao hết )",4,80.0,80.0,2.0,2.0,6.9
"Bán chung cư Grand Riverside - Căn góc 2 view - 83m2 3pn2wc - 6,5 tỷ",4,83.0,83.0,3.0,2.0,6.5
"Cần bán chung cư Grand Riverside - 111m2 3PN 2WC - Giá chốt 7,3 tỷ",4,111.0,111.0,3.0,2.0,7.3
Bán chung cư Grand Riverside - 105m2 3pn2wc - Full Nt - Giá chốt 6 tỷ,4,105.0,105.0,3.0,2.0,6.0
"Bán chung cư H2 - 80m2 2pn2wc - Giá 4,6 tỷ ( đã có sổ )",4,80.0,80.0,2.0,2.0,4.6
"Bán chung cư Grand Riverside - 135m2 4pn 2wc - Giá 8,5 tỷ (bao 5% sổ)",4,135.0,135.0,4.0,2.0,8.5
"Bán chung cư Orient - 99m2 3pn sửa thành 1pn rộng, 2wc - Giá 5,75 tỷ",4,99.0,99.0,1.0,2.0,5.75
"Bán chung cư Khánh Hội 1 - 73m2 2pn1wc - Có nội thất - Giá 4,9 tỷ",4,73.0,73.0,2.0,1.0,4.9
"Bán chung cư Khánh Hội 1 - 72m2 2pn1wc - Giá 4,8 tỷ",4,72.0,72.0,2.0,1.0,4.8
Bán chung cư Orient - 72m2 2pn 2wc - Giá 5 tỷ ( đã có sổ ),4,72.0,72.0,2.0,2.0,5.0
"Bán chung cư Tôn Thất Thuyết - 60m2 2pn1wc - Giá 3,7 tỷ ( đã có sổ )",4,60.0,60.0,2.0,1.0,3.7
"Bán chung cư Khánh Hội 2 - 75m2 2pn2wc - Nội thất cao cấp - Giá 5,5 tỷ",4,75.0,75.0,2.0,2.0,5.5
"Bán Penthouse chung cư Vạn Đô - 170m2 3pn 3wc - Sân vườn - Giá 7,2 tỷ",4,170.0,170.0,3.0,3.0,0.007
"Bán chung cư Khánh Hội 2 - 57m2 1pn1wc - Giá 3,8 tỷ ( đã có sổ )",4,57.0,57.0,1.0,1.0,3.8
"Bán chung cư Grand Riverside - 139m2 4pn2wc - View Bitexco - Giá 9,2tỷ",4,139.0,139.0,4.0,2.0,9.2
"Bán chung cư H2 - 92m2 2pn2wc - 5,5 tỷ ( đã có sổ )",4,92.0,92.0,2.0,2.0,5.5
"Bán chung cư Gold View - 100m2 3pn2wc - Giá 9,2 tỷ",4,100.0,100.0,3.0,2.0,9.2
"Bán chung cư H2 - 92m2 2pn 2wc - Giá 5,5 tỷ ( đã có sổ )",4,92.0,92.0,2.0,2.0,5.5
"Bán chung cư Gold View - 70m2 2pn1wc - Có nội thất - Giá 5,3 tỷ",4,70.0,70.0,2.0,1.0,5.3
"Bán chung cư Gold View - 80m2 2pn2wc - Để lại nội thất - Giá 6,5 tỷ",4,80.0,80.0,2.0,2.0,6.5
"Bán Chung Cư Grand Riverside - 49m2 1pn1wc - View Bitexco - Giá 3,7tỷ",4,49.0,49.0,1.0,1.0,3.7
Cần bán CC Khánh Hội 2 (Đã có sổ hồng) - 75m2 2PN 2WC Giá 5.3 tỷ,4,75.0,75.0,2.0,2.0,5.3
Bán chung cư Grand Riverside - 71m2 2pn2wc - Giá 5 tỷ ( bao gồm 5%),4,71.0,71.0,2.0,2.0,5.0
"Bán chung cư Vạn Đô - 85m2 2pn2wc - Có Nội Thất - Giá 5,5 tỷ",4,85.0,85.0,2.0,2.0,5.5
Bán chung cư Orient - 100m2 3pn2wc - Giá 6 tỷ ( đã có sổ ),4,100.0,100.0,3.0,2.0,6.0
"Bán chung cư Tôn Thất Thuyết - 43m2 1pn1wc - Giá 2,9 tỷ ( đã có sổ )",4,43.0,43.0,1.0,1.0,2.9
"Bán chung cư Grand Riverside - 135m2 4pn2wc - Giá 8,6 tỷ",4,135.0,135.0,4.0,2.0,8.6
"🔥🔥 Bán căn hộ 2PN Cc Saigon Royal 35 Bến Vân Đồn, Phường 12, Quận 4",4,81.0,81.0,2.0,2.0,1.835
"🔥🔥 Bán căn hộ 2PN Cc The Gold View 346 Bến Vân Đồn, Quận 4 💎 Th",4,63.5,63.5,2.0,2.0,2.55
"🔥🔥 Bán căn hộ 2PN Chung cư Vạn Đô 348 bến vân đồn, P 1, Quận 4 👉 D",4,84.0,84.0,2.0,2.0,1.645
🔥 Hót 🔥 Bán 2PN Căn Hộ chung cư 𝐆𝐑𝐀𝐍𝐃 𝐑𝐈𝐕𝐄𝐑𝐒𝐈𝐃𝐄 q4,4,71.0,71.0,2.0,2.0,1.58
"Galaxy 9 68m2,2pn full nthat chỉ 6ty250tr sổ hồng riêng",4,68.0,68.0,2.0,2.0,6.25
"Bán chung cư Khánh Hội 2 - 57m2 1pn1wc - Giá 3,8 tỷ ( đã có sổ )",4,57.0,57.0,1.0,1.0,3.8
🌟 Bán căn hộ chung cư KHÁNH HỘI 2 – VỊ TRÍ ĐẮC ĐỊA NGAY TRUNG TÂM Q4,4,75.0,75.0,2.0,2.0,1.53
"🔥🔥 Bán căn hộ 2PN Chung cư Vạn Đô 348 bến vân đồn, P 1, Quận 4 👉 D",4,84.0,84.0,2.0,2.0,1.46
🔥 Hót 🔥 Bán 2PN Căn Hộ chung cư 𝐆𝐑𝐀𝐍𝐃 𝐑𝐈𝐕𝐄𝐑𝐒𝐈𝐃𝐄 q4,4,71.0,71.0,2.0,2.0,1.605
"🔥🔥 Bán căn hộ 2PN Cc Saigon Royal 35 Bến Vân Đồn, Phường 12, Quận 4",4,81.0,81.0,2.0,2.0,1.835
"🔥🔥🔥 Bán căn hộ Cc 3PN Galaxy, 9 Nguyễn Khoái, Phường 1, Quận 4 SHR",4,122.0,122.0,3.0,3.0,1.93
"BÁN CĂN HỘ THE TRESOR - Hiện trạng: 2pn,2wc, Giá: 2 tỷ 470",4,60.0,60.0,2.0,2.0,2.47
Bán căn hộ cao cấp The Gold View. Giá bán: 3tỷ800 (Bao hết). Diện tích,4,92.0,92.0,3.0,2.0,3.8
"BÁN CHUNG CƯ 𝐇𝟏 198 Hoàng Diệu, P9, Quận 4 70m2 2pn 2wc. Có nội thấ",4,70.0,70.0,2.0,2.0,2.02
𝐓𝐡𝐞 𝐆𝐨𝐥𝐝 𝐕𝐢𝐞𝐰 - 𝟑𝟒𝟔 𝐁ế𝐧 𝐕â𝐧 Đồ𝐧 - 𝐐𝐮ậ𝐧 4 Căn hộ,4,80.0,80.0,2.0,2.0,2.3
𝐓𝐡𝐞 𝐆𝐨𝐥𝐝 𝐕𝐢𝐞𝐰 - 𝟑𝟒𝟔 𝐁ế𝐧 𝐕â𝐧 Đồ𝐧 - 𝐐𝐮ậ𝐧 𝟒 🏢 Bán,4,68.0,68.0,2.0,1.0,2.92
"Bán nhanh căn hộ Tôn Thất Thuyết Quận 4, 2Pn, giá: 2.9 tỷ, sổ hồng",4,65.0,65.0,2.0,1.0,2.9
"Bán căn góc 3 PN view Quận 1 tại căn hộ Icon 56, Quận 4, giá: 8.5 tỷ",4,83.0,83.0,3.0,2.0,8.5
"Bán căn hộ chung cư Tôn Thất Thuyết Quận 4, 2Pn, giá: 3.7 tỷ, sổ hồng",4,65.0,65.0,2.0,1.0,3.7
"Bán căn hộ cao cấp The Gold View Quận 4, 65-70m2, giá: 5.3 tỷ, 2Pn",4,70.0,70.0,2.0,1.0,5.3
"bán chung cư tôn thất thuyết quận 4 dt 62m2 có 2PN sổ hồng giá 3,7 tỷ",4,62.0,62.0,2.0,2.0,3.7
"Căn hộ Orient, 331 Bến Vân Đồn, Q.4, 100m2, 5.750 tỷ",4,100.0,100.0,3.0,2.0,5.75
"Cần báncăn hộ chung cư tại Tôn Thất Thuyết, P1, Quận 4",4,50.0,50.0,1.0,1.0,2.75
Bán Nhiều Căn Hộ Gold View 1PN 2PN 3PN Giá Tốt Thị Trường,4,92.0,92.0,2.0,2.0,3.4
SỔ RIÊNG VÀ TẶNG NỘI THẤT CH The EverRich Infinity Q5 chỉ 3ty515,5,68.0,68.0,2.0,2.0,3.515
"Penhouse The Everich Infinity, MTAn Dương Vương, Q.5 – liền kề Q.1",5,1030.0,1030.0,5.0,6.0,99.0
"Bán nhanh căn hộ Phúc Thịnh Quận 5, 3PN, giá: 4.8 tỷ, sổ hồng",5,84.0,84.0,3.0,2.0,4.8
"Duplex Kiều by Kita Quận 5 – Sổ hồng 100% | Nhận nhà ngay, view 360°",5,241.0,241.0,4.0,4.0,40.9
"Căn hộ Tản Đà, 86 Tản Đà, Q.5, góc Tản Đà – Nguyễn Trãi, 100m2, 7 tỷ",5,100.0,100.0,3.0,2.0,7.0
"Căn hộ Tản Đà Court, 86 Tản Đà, P.11, Q.5, DT 160m2, 8.7 tỷ",5,160.0,160.0,4.0,3.0,8.7
"Căn hộ 155 Nguyễn Chí Thanh, Q.5, ngay góc Ngô Quyền, 61m2, 3.950 tỷ",5,65.0,65.0,2.0,1.0,3.95
"Căn hộ Phúc Thịnh, 341 Cao Đạt, P.1, Q.5, 87m2, 4.2 tỷ",5,87.0,87.0,3.0,2.0,4.2
"Căn hộ Tản Đà Court, 86 Tản Đà, P.11, Q.5, DT 160m2, 8.7 tỷ",5,160.0,160.0,3.0,3.0,8.7
"Căn hộ Tản Đà, 86 Tản Đà, Q.5, ngay góc Tản Đà – Nguyễn Trãi, 6.8 tỷ",5,100.0,100.0,3.0,2.0,6.8
KTX happy house - Giá rẻ- Chất lượng QUẬN 5,5,70.0,70.0,8.0,12.0,0.001
KTX tiện nghi giá rẻ tại quận 5,5,80.0,80.0,8.0,16.0,0.001
Ký Túc Xá - Quận 5 - Full Tiện Nghi - Giá Sinh Viên,5,100.0,100.0,10.0,20.0,0.001
"Bán nhanh căn Penthouse, An Dương Vương, Q5, dt:650m2 giá 35 tỷ",5,650.0,650.0,5.0,5.0,35.0
Bán căn hộ chung cư Lương Nhữ Học - 2 PN view phố lồng đèn Quận 5,5,100.0,100.0,2.0,1.0,2.89
"Cần bán căn hộ 3 PN ở Phúc Thịnh Quận 5, giá: 4.1 tỷ, nhà đẹp",5,90.0,90.0,3.0,2.0,4.1
Cần bán căn 2PN tại chung cư The EVERRICH Quận 5,5,86.0,86.0,3.0,2.0,3.5
Ra gấp căN chung cư Hùng Vương Q5 3PN_67m2/ 2 tỷ 340tr Full Nội Thất,5,67.0,67.0,3.0,1.0,2.34
Căn Hộ Thượng Lưu Trung Tâm Q5,5,128.0,128.0,3.0,3.0,17.024
"Bán CC tại The Everrich Infinity,1 tỷ 690 triệu, 86m2, view đẹp, Q5,",5,86.0,86.0,2.0,2.0,1.69
"Căn hộ Phúc Thịnh, 341 Cao Đạt, P.1, Q.5, 70m2, 3.2 tỷ",5,70.0,70.0,2.0,1.0,3.2
"Căn hộ 155 Nguyễn Chí Thanh, Q.5, ngay góc Ngô Quyền, 3.2 tỷ",5,60.0,60.0,2.0,1.0,3.2
"Căn hộ Tản Đà, 86 Tản Đà, Q.5, ngay góc Tản Đà – Nguyễn Trãi, 4.9 tỷ",5,102.0,102.0,3.0,2.0,4.9
"Bán CH Tản Đà Cuort, Quận 5, 76m2- 1 tỷ 460tr- Pháp lý rõ ràng",5,76.0,76.0,2.0,2.0,1.46
"Căn hộ Phúc Thịnh, 341 Cao Đạt, P.1, Q.5, 80m2, 3.650 tỷ",5,80.0,80.0,2.0,2.0,3.65
"Căn hộ Tản Đà, 86 Tản Đà, Q.5, góc Tản Đà – Nguyễn Trãi, 74m2, 3.9 tỷ",5,74.0,74.0,2.0,1.0,3.9
"Vị Trí VIP - View đẹp Đ. Tản Đà & Mạc Thiên Tích -72m2 – Chỉ 2,69TỶ TL",5,72.0,72.0,2.0,2.0,2.69
"Bán gấp căn hộ chung cư Q5,tiện ở hoặc cho thuê, lắp đủ nội thất",5,65.0,65.0,2.0,2.0,1.25
"Bán gấp căn hộ Q5, KD cho thuê 20tr/tháng, tặng cả nội thất",5,68.0,68.0,2.0,2.0,1.15
"Bán gấp căn hộ Everich Q5, KD cho thuê 25tr/tháng, đã có sổ 1ty350",5,69.0,69.0,2.0,2.0,1.35
"Căn hộ Tản Đà, 86 Tản Đà, Q.5, góc Tản Đà – Nguyễn Trãi, 3.9 tỷ",5,74.0,74.0,2.0,1.0,3.9
"Bán CH Everrich Infinity, Q5. Căn góc 85m2 2PN2WC đầy đủ nội thất",5,85.0,85.0,2.0,2.0,1.75
"Everich infinity 2 PN, 80m2 ,Nội Thất , Giá 1 Tỷ 950 thương lượng SHR",5,80.0,80.0,2.0,2.0,1.95
Bán căn hộ chung cư Cao ốc Tản Đà Quận 5 TPHCM 75M2-2 PN giá 3 tỷ 500,5,75.0,75.0,2.0,2.0,3.5
Cần bán căn hộ chung cư Tản Đà Court Building 74m2/ 2 tỷ 6 full NT,5,74.0,74.0,2.0,1.0,2.6
Bán căn hộ mới 100% giá ưu đãi 2PN 2WC 80m2 Akari city 2 Nam Long,5,80.0,80.0,2.0,2.0,3.68
Bán căn hộ chung cư The Everrich Infinity Đường An Dương Vương Quận 5,5,75.0,75.0,2.0,2.0,2.865
Chỉ 1 TỶ 825 TR- cao ốc TẢN ĐÀ P11 Q5- DUPLEX 3PN/3WC - SHR lâu dài,5,168.0,168.0,3.0,3.0,1.825
"Bán căn hộ chung cư mới Phúc Thịnh Mặt Tiền Cao Đạt, Phường 1, Quận 5",5,90.0,90.0,3.0,2.0,1.51
Chung cư Phúc Thịnh 341 cao đạt p1 q5 giá tốt 1 tỷ 150 triệu có sổ,5,71.0,71.0,2.0,2.0,1.15
Chính chủ cần bán căn hộ chung cư 155 Nguyễn Chí Thanh Q5 DT 61m2 SHR,5,61.0,61.0,2.0,2.0,1.505
"Căn hộ chung cư Hùng Vương, Q5 62m2 - 2PN - 1WC giá yêu thương 1ty640",5,62.0,62.0,2.0,1.0,1.64
"CỰC HOT CH Cinco Plaza Q5 65m2 sang nhượng gấp giá 2,78 tỷ",5,1.0,1.0,2.0,2.0,2.78
"MUA ĐỨT BÁN ĐOẠN CC HÙNG VƯƠNG, Q5 64m2 giá còn 1,69 tỷ",5,1.0,1.0,2.0,2.0,1.69
Bán căn hộ chung cư The Everrich Infinity Đường An Dương Vương Quận 5,5,75.0,75.0,2.0,2.0,1.765
Bán căn hộ chung cư The Everrich Infinity Q5 75m2 chỉ 2tỷ350 sổ cầm ta,5,75.0,75.0,2.0,2.0,2.35
"Bán chung cư Phúc Thịnh, cao đạt p1 q5 gần đại học sài gòn, sư phạm",5,71.0,71.0,2.0,2.0,1.15
"Chung cư Lương Nhữ Học Q.5, 60m ra Đại lộ Đông Tây, DT 58m2, có lửng.",5,60.0,60.0,1.0,1.0,2.0
"Cần bán Cực Kì Gấp chung cư Tản Đà Court Dt 74m² 2PN Giá CHỈ 1,62 TỶ",5,74.0,74.0,2.0,2.0,1.62
"Bán chung cư Phúc Thịnh, Cao đạt, Quận 5: 68m2, 2p ngủ, NT, giá 3,1tỷ",5,68.0,68.0,2.0,2.0,3.1
"Chính chủ bán CH Tản Đà 86m2, 2PN, 2WC, SH lâu dài. Giá thật: 4.3 tỷ",5,86.0,86.0,2.0,2.0,4.3
"Chính chủ bán CH Phúc Thịnh 70m2, 2pn, SH chính chủ. Giá thật :2.75 tỷ",5,70.0,70.0,2.0,1.0,2.75
Bán nhà chung cư (Lầu 2 ) 563E mặt tiền Hồng Bàng P14 Quận 5 GIÁ RẺ,5,34.0,34.0,1.0,1.0,2.399
Chủ nhà cần bán gấp căn hộ chung cư Tản Đà Court,5,86.0,86.0,2.0,1.0,4.4
"Định cư bán căn hộ 2PN Tản Đà Court, Q5, 86m2,1 tỷ 470tr, có sổ hồng",5,86.0,86.0,2.0,2.0,1.47
"Cần bán căn hộ chung cư Sao Mai, Lương Nhữ Học, Quận 5. Căn 90m² - 2pn",5,100.0,100.0,2.0,2.0,3.5
Gia đình cho thuê lại căn hộ trung tâm quận 5 - Diện Tích 100 met vuôn,5,100.0,100.0,2.0,1.0,0.009
Chung cư Hùng Vương Plaza bán gấp chủ đi công tác 💵 Giá từ 1 tỷ 615,5,130.0,130.0,3.0,2.0,1.615
Chính chủ cần bán căn hộ chung cư Sư Vạn Hạnh Quận 5 62m2 giá 1 tỷ 535,5,62.0,62.0,2.0,2.0,1.535
"***** Cần bán căn hộ chung cư Tản Đà Court, Quận 5 giá 1 tỷ 459. Lh Ân",5,73.0,73.0,2.0,1.0,1.459
Căn hộ CC HÙNG VƯƠNG - giảm còn 1 TỶ 520 - NHÀ NHƯ HÌNH DT:55m2 2PN1WC,5,55.0,55.0,2.0,1.0,1.52
"Về quê sống bán căn hộ Tản Đà Court, Quận 5 giá 1 tỷ 584. SHR. LH Ân",5,84.0,84.0,2.0,2.0,1.584
"[ BÁN QUẬN 5 ] TẢN ĐÀ COURT, QUẬN 5 80M2 2PN, 2WC 1tỷ643 nội thất đẹp",5,80.0,80.0,2.0,2.0,1.643
Chủ ngộp thở oxi bán gấp CH EVERICH INFINITY Quận 5 chỉ 2 tỷ 090 triệu,5,82.0,82.0,2.0,2.0,2.09
Bán nhà đất mua CH Tản Đà Court Quận 5 giá ưu đãi chỉ 1 tỷ 400 triệu,5,73.0,73.0,2.0,1.0,1.4
"Cần bán căn hộ chung cư Tản Đà Court Địa chỉ: 86 Tản Đà, Quận 5. LH Ý",5,73.0,73.0,2.0,1.0,1.459
Siêu phẩm cực hiếm CH The EveRich Infinity Q5 giá chỉ 2 tỷ 300 triệu,5,86.0,86.0,2.0,2.0,2.3
"Chính chủ bán CH Phúc Thịnh 86m2,3PN,2WC,NT,căn góc.Giá thật:3.6 tỷ TL",5,86.0,86.0,3.0,2.0,3.6
"Chính chủ bán CH Tản Đà 86m2, 2PN, 2WC, SH lâu dài. Giá thật: 4.4 tỷ",5,86.0,86.0,2.0,2.0,4.399
Cần bán căn hộ Phúc Thịnh trung tâm Q5 70m 2pn 2wc giá 2.8t,5,70.0,70.0,2.0,2.0,2.8
🌟 #CẦN_BÁN_CĂN_HỘ D-HOMME – QUẬN 6. 🏠 Diện tích: 70m² 🛋 TK:2PN2WC,6,70.0,70.0,2.0,2.0,1.53
"Bán căn hộ Asiana Capella, 2PN/2WC, Full NT, giá 3,5 tỷ còn TL",6,67.0,67.0,2.0,2.0,3.5
Bán chcc Him Lam Chợ Lớn 90m 2pn2wc có sổ hồng lầu thấp hợp với ng già,6,90.0,90.0,2.0,2.0,4.85
"Bán căn hộ An Phú 961 Hậu Giang Q.6 - 100m2 2pn 2wc - giá 3,95 tỷ",6,100.0,100.0,2.0,2.0,3.95
Bán căn hộ chung cư Himlam P11 Q6 cũ Diện tích: 86m2 nhà có 2pn2wc SHR,6,86.0,86.0,2.0,2.0,1.285
"Căn hộ Blue Shaphire, 29 Bình Phú, ngay Metro Bình Phú, Q.6, 2.9 tỷ",6,76.0,76.0,2.0,2.0,2.9
"Bán chung cư thang bộ lầu 4, 1,650 tỷ 78 Tân Hòa Đông P.14 Q.6",6,62.0,62.0,2.0,1.0,1.65
Nguyễn Văn Luông CH 3PN/89m2 Full NT_2tỷ4_Ở ngay_sổ sẵng vay 25N,6,89.0,89.0,3.0,3.0,2.4
"Bán nhà căn góc số 184E Chu Văn An (lầu 3) trung tâm Quận 6, 4,5x18",6,81.0,81.0,2.0,2.0,2.9
"CC 85m2 Hậu Giang, 3PN , giá tốt 2ty4 NHÀ MỚI TT 15% Ở NGAY",6,85.0,85.0,3.0,1.0,2.4
Chủ nhà kẹt tiền cần bán gấp căn hộ Himlam Chợ Lớn,6,86.0,86.0,2.0,2.0,3.8
"Bán căn hộ chung cư Himlam Chợ Lớn, Q6, giá chỉ 1,68 tỷ, 3PN",6,102.0,102.0,3.0,2.0,1.6800000000000002
"Cần bán gấp căn 2PN, 2WC 65m2, Western Capital quận 6 giá 2 tỷ100tr",6,65.0,65.0,2.0,2.0,2.1
"Chung cư An Phú, Hậu Giang, quận 6, diện tích to, SỔ HỒNG CC ngay",6,90.0,90.0,3.0,2.0,1.2
"Hot! Bán căn hộ chung cư Himlam Chợ Lớn, Q6, giá chỉ 1 Tỷ 370 triệu",6,102.0,102.0,3.0,2.0,1.37
"Bán căn hộ Quận 6 - Lucky Palace, 4 tỷ, 80 m2, 2PN + 2WC , Giá 1 Tỷ 37",6,80.0,80.0,2.0,2.0,1.37
"Thua lỗ bán căn chung cư Q.6-Lý Chiêu Hoàng, 50m2/1ty590, Shr đủ",6,50.0,50.0,2.0,1.0,1.59
"Bán CH Viva Riverside, Võ Văn Kiệt, 1 tỷ 540 triệu , 74m2, Q6, HCM",6,74.0,74.0,2.0,2.0,1.54
"Căn hộ An Phú, 961 Hậu Giang, Q.6, lầu cao, view thoáng, 101m2, 3.2 tỷ",6,101.0,101.0,2.0,2.0,3.2
"Căn hộ An Phú, 961 Hậu Giang, Q.6, 83m2, 3.250 tỷ",6,83.0,83.0,2.0,2.0,3.25
Căn hộ cao cấp D-Homme sắp bàn giao - Vị trí đắc địa - Tiện ích 5 sao,6,70.0,70.0,2.0,2.0,4.65
Thanh lý Shophouse Thương Mại Viva Riverside 449 GIA PHÚ + 1472 V V K,6,41.0,41.0,1.0,1.0,5.5
"Căn Hộ 1.11 , SHOPHOU THƯƠNG MẠI Viva Riverside",6,40.0,40.0,1.0,1.0,5.5
"Bán CH Viva Riverside, Q6, 65m2- 1 tỷ 690tr- Có nội thất cơ bản",6,65.0,65.0,2.0,2.0,1.69
Khách ngộp bán lỗ 200tr căn hộ d-homme,6,51.0,51.0,1.0,1.0,0.066
"Căn hộ Summer Square, 243 Tân Hòa Đông, P.14, Q.6, 63m2, 2.650 tỷ",6,63.0,63.0,2.0,2.0,2.65
"Bán gấp Căn hộ The Western Capital - 53m vuông. 2pn - 2,38 tỷ",6,53.0,53.0,2.0,1.0,2.38
"Bán chung cư The Western Capital/Q6 69m2/1ty060, bàn giao đủ",6,65.0,65.0,2.0,2.0,1.06
"Cần tiền bán căn hộ Starlight Riverside/Q6, 2PN ngay trung tâm Q6",6,65.0,65.0,2.0,2.0,1.05
"Bán chung cư cao cấp D_Home Q6, 2PN bàn giao đầy đủ",6,65.0,65.0,2.0,2.0,1.05
"Bán chung cư cao cấp Asiana Saigon Q6, 2PN bàn giao đầy đủ",6,67.0,67.0,2.0,2.0,1.09
"Cần tiền bán chung cư Summer Square/Q6, nhà mới, KD cho thuê 19tr/thán",6,60.0,60.0,2.0,2.0,1.06
"Cần bán căn hộ LUCKY PLACE, Số 50 Phan Văn Khoẻ, Phường 02, Quận 6 :",6,80.0,80.0,2.0,2.0,1.95
Bán Căn Hộ căn Hộ Chung Cư Him Lam Chợ Lớn sổ hồng 95m2 1TỶ650TR,6,95.0,95.0,2.0,2.0,1.65
"Bán CH Him Lam Quận 6, 86mm2 giá chỉ 3580trr, tặng nội thất.",6,86.0,86.0,2.0,2.0,3.58
"chính chủ bán CH Him Lam Chớ Lớn, 97m2, đã có sổ hồng, giá 3,850tr",6,97.0,97.0,2.0,2.0,3.85
Phòng trọ quận 6 không chung chủ giờ giấc tự do,6,27.0,27.0,1.0,1.0,0.002
Bán căn hộ chung cư Penthouse duy nhất chỉ 4 tỷ ở ngay Asiana Capella,6,270.0,270.0,4.0,4.0,7.68
"Căn hộ Summer Square có sổ hồng cần bán, 2 phòng ngủ, giá 2.520",6,62.0,62.0,2.0,2.0,2.52
"Bán căn hộ Summer Square quận 6, 63m2, 2 phòng giá bán 2.5 tỉ",6,64.0,64.0,2.0,2.0,2.5
Căn hộ Sumer Square 52m2-1pn/.1wc sổ Hồng,6,52.0,52.0,1.0,1.0,2.2
"Bán ch cao cấp Riverside gia phú,phường 3,quận 6(90m2, x3pn) 3,7ty tl",6,90.0,90.0,3.0,2.0,3.7
🔥🔥BÁN CĂN HỘ AN PHÚ APARTMENT Q6 61m2 2pn 1tỷ399 đã có sổ,6,61.0,61.0,2.0,2.0,1.399
Cô Thảo đăng bán nhà chính chủ địa chỉ : 50 Phan Văn Khỏe Q6 75m2,6,75.0,75.0,2.0,2.0,1.775
Bán căn hộ 3 pn The Antonia Phú Mỹ Hưng Quận 7 giá 13 tỷ 900,7,107.0,107.0,3.0,2.0,13.9
Bán căn hộ 2 pn Hưng Phúc Primer Phú Mỹ Hưng Quận 7 giá 6 tỷ 600,7,70.0,70.0,2.0,2.0,6.6
Hàng hiếm bán căn hộ 1pn sunrise city giá 4 tỷ 850 triệu,7,60.0,60.0,1.0,1.0,4.85
Bán căn hộ Happy Valley 110 m2 có ô xe ô tô giá 9 tỷ 500,7,110.0,110.0,3.0,2.0,9.5
Bán căn hộ Officetel Lavida 37 m2 Quận 7 giá 2 tỷ 400 full nội thất,7,37.0,37.0,1.0,1.0,2.4
Bán căn hộ Hưng Phúc 1 giá tốt 6 tỷ 800 triệu nhà mới hiện đại,7,82.0,82.0,2.0,2.0,6.8
Bán căn hộ Happy Premier (Hưng Phúc 2) nhà mới 100% từ chủ đầu tư,7,70.0,70.0,2.0,2.0,6.6
Bán nhanh căn hộ Happy Valley 3 phòng ngủ nội thất đẹp giá rẻ,7,100.0,100.0,3.0,2.0,8.5
Giá bán căn hộ Sunrise City tháng 8 năm 2025,7,65.0,65.0,2.0,2.0,5.2
Bán căn hộ đẹp Sunrise city 60 m2 giá 5 tỷ 530 triệu,7,60.0,60.0,1.0,1.0,5.53
Bán căn hộ 2 phòng ngủ Scenic Valley giá 6 tỷ 300,7,71.0,71.0,2.0,2.0,6.3
Giỏ hàng cho thuê căn hộ Scenic Valley Phú Mỹ Hưng Quận 7,7,80.0,80.0,2.0,2.0,0.017
Bán căn hộ 3 phòng ngủ Mỹ Khánh 2 Phú Mỹ Hưng Quận 7 giá 9 tỷ 600,7,118.0,118.0,3.0,2.0,9.6
Bán căn hộ Hưng Phúc diện tích 82 m2 giá 6 tỷ 800 triệu,7,82.0,82.0,2.0,2.0,6.8
Bán căn hộ đẹp 2 pn Hưng vượng 3 Phú Mỹ Hưng giá 4 tỷ 500,7,71.0,71.0,2.0,2.0,4.5
Bán rẻ hơn thị trường 500 triệu căn hộ Happy Residence Hưng Phúc Pmh,7,82.0,82.0,2.0,2.0,6.799
Bán căn hộ sunrise city 114 m2 giá 9 tỷ,7,114.0,114.0,2.0,3.0,9.0
Bán căn hộ 2 phòng ngủ Scenic Valley 2 có ô xe tầng trung giá tốt,7,84.0,84.0,2.0,2.0,6.8
Bán căn hộ thiết kế hiện đại 2 pn Hưng Phúc Premier (Hưng Phúc 2),7,79.0,79.0,2.0,2.0,7.9
"Bán gấp căn hộ Mỹ Đức Phú Mỹ Hưng Quận 7-110m2 nhà đẹp, giá tốt, để ở",7,110.0,110.0,3.0,2.0,11.0
"Bán CH Mỹ Đức PMH đường Nguyễn Đức Cảnh 110m2, 3PN nhà đẹp, giá tốt",7,110.0,110.0,3.0,2.0,12.0
Bán CH Mỹ Khánh đường Nguyễn Đức Cảnh Phú Mỹ Hưng giá tốt để ở 118m2,7,118.0,118.0,3.0,2.0,9.5
"Bán căn hộ Mỹ Đức, Phú Mỹ Hưng lầu cao view thoáng giá tốt để ở",7,115.0,115.0,3.0,2.0,12.0
"Bán căn hộ Mỹ Đức, trung tâm Phú Mỹ Hưng 116m2 3PN căn góc view đẹp",7,116.0,116.0,3.0,2.0,11.9
"Bán căn hộ Mỹ Đức Phú Mỹ Hưng lầu trung view thoáng giá đầu tư, để ở",7,120.0,120.0,3.0,2.0,11.8
Bán CH Mỹ phát Phú Mỹ Hưng đường Nguyễn Đức Cảnh 137m2 giá tốt để ở,7,137.0,137.0,3.0,2.0,13.5
"Bán căn hộ Mỹ Phát, trung tâm Phú Mỹ Hưng 130m2 3PN view sông",7,130.0,130.0,3.0,2.0,12.5
